# 2theta y_obs y_calc y_diff
2.787999999999999812e+00 3.790500000000000000e+04 3.862554042065773683e+04 -7.205404206577368313e+02
2.791999999999999815e+00 3.836000000000000000e+04 3.861084149402671756e+04 -2.508414940267175552e+02
2.795999999999999819e+00 3.771500000000000000e+04 3.859612794552259584e+04 -8.811279455225958372e+02
2.799999999999999822e+00 3.788200000000000000e+04 3.858139993183842307e+04 -6.993999318384230719e+02
2.803999999999999826e+00 3.742900000000000000e+04 3.856665760911901452e+04 -1.137657609119014523e+03
2.807999999999999829e+00 3.792700000000000000e+04 3.855190113296198251e+04 -6.249011329619825119e+02
2.811999999999999833e+00 3.837200000000000000e+04 3.853713065841916250e+04 -1.651306584191625006e+02
2.815999999999999837e+00 3.846200000000000000e+04 3.852234633999773359e+04 -6.034633999773359392e+01
2.819999999999999840e+00 3.720600000000000000e+04 3.850754833166147000e+04 -1.301548331661470002e+03
2.823999999999999844e+00 3.786200000000000000e+04 3.849273678683194885e+04 -6.307367868319488480e+02
2.827999999999999847e+00 3.780400000000000000e+04 3.847791185838992533e+04 -6.739118583899253281e+02
2.831999999999999851e+00 3.783600000000000000e+04 3.846307369867627858e+04 -6.270736986762785818e+02
2.835999999999999854e+00 3.867200000000000000e+04 3.844822245949353237e+04 2.237775405064676306e+02
2.839999999999999858e+00 3.787800000000000000e+04 3.843335829210681550e+04 -5.553582921068154974e+02
2.843999999999999861e+00 3.753900000000000000e+04 3.841848134724528063e+04 -8.794813472452806309e+02
2.847999999999999865e+00 3.873600000000000000e+04 3.840359177510319569e+04 3.324082248968043132e+02
2.851999999999999869e+00 3.821000000000000000e+04 3.838868972534122440e+04 -1.786897253412244027e+02
2.855999999999999872e+00 3.790100000000000000e+04 3.837377534708757594e+04 -4.727753470875759376e+02
2.859999999999999876e+00 3.787400000000000000e+04 3.835884878893928544e+04 -4.848487889392854413e+02
2.863999999999999879e+00 3.764100000000000000e+04 3.834391019896339276e+04 -7.029101989633927587e+02
2.867999999999999883e+00 3.779800000000000000e+04 3.832895972469811386e+04 -5.309597246981138596e+02
2.871999999999999886e+00 3.740100000000000000e+04 3.831399751315412141e+04 -9.129975131541214068e+02
2.875999999999999890e+00 3.799800000000000000e+04 3.829902371081561432e+04 -3.010237108156143222e+02
2.879999999999999893e+00 3.847400000000000000e+04 3.828403846364168567e+04 1.899615363583143335e+02
2.883999999999999897e+00 3.765100000000000000e+04 3.826904191706739948e+04 -6.180419170673994813e+02
2.887999999999999901e+00 3.779500000000000000e+04 3.825403421600505681e+04 -4.590342160050568054e+02
2.891999999999999904e+00 3.793400000000000000e+04 3.823901550484530890e+04 -3.050155048453088966e+02
2.895999999999999908e+00 3.807600000000000000e+04 3.822398592745841597e+04 -1.479859274584159721e+02
2.899999999999999911e+00 3.715200000000000000e+04 3.820894562719546229e+04 -1.056945627195462293e+03
2.903999999999999915e+00 3.786100000000000000e+04 3.819389474688941846e+04 -3.328947468894184567e+02
2.907999999999999918e+00 3.836900000000000000e+04 3.817883342885650927e+04 1.901665711434907280e+02
2.911999999999999922e+00 3.753700000000000000e+04 3.816376181489718874e+04 -6.267618148971887422e+02
2.915999999999999925e+00 3.790400000000000000e+04 3.814868004629752249e+04 -2.446800462975224946e+02
2.919999999999999929e+00 3.778400000000000000e+04 3.813358826383023552e+04 -3.495882638302355190e+02
2.923999999999999932e+00 3.720000000000000000e+04 3.811848660775594908e+04 -9.184866077559490805e+02
2.927999999999999936e+00 3.790100000000000000e+04 3.810337521782427939e+04 -2.023752178242793889e+02
2.931999999999999940e+00 3.774400000000000000e+04 3.808825423327514727e+04 -3.442542332751472713e+02
2.935999999999999943e+00 3.717700000000000000e+04 3.807312379283986229e+04 -8.961237928398622898e+02
2.939999999999999947e+00 3.728500000000000000e+04 3.805798403474225779e+04 -7.729840347422577906e+02
2.943999999999999950e+00 3.683500000000000000e+04 3.804283509669994964e+04 -1.207835096699949645e+03
2.947999999999999954e+00 3.737000000000000000e+04 3.802767711592544947e+04 -6.576771159254494705e+02
2.951999999999999957e+00 3.772200000000000000e+04 3.801251022912735061e+04 -2.905102291273506125e+02
2.955999999999999961e+00 3.686100000000000000e+04 3.799733457251142681e+04 -1.136334572511426813e+03
2.959999999999999964e+00 3.803900000000000000e+04 3.798215028178190551e+04 5.684971821809449466e+01
2.963999999999999968e+00 3.708600000000000000e+04 3.796695749214257376e+04 -8.809574921425737557e+02
2.967999999999999972e+00 3.714300000000000000e+04 3.795175633829780418e+04 -8.087563382978041773e+02
2.971999999999999975e+00 3.759800000000000000e+04 3.793654695445403195e+04 -3.385469544540319475e+02
2.975999999999999979e+00 3.753800000000000000e+04 3.792132947432054061e+04 -3.833294743205406121e+02
2.979999999999999982e+00 3.790400000000000000e+04 3.790610403111085907e+04 -2.104031110859068576e+00
2.983999999999999986e+00 3.767400000000000000e+04 3.789087075754378748e+04 -2.168707575437874766e+02
2.987999999999999989e+00 3.739100000000000000e+04 3.787562978584466327e+04 -4.846297858446632745e+02
2.991999999999999993e+00 3.749700000000000000e+04 3.786038124774634343e+04 -3.633812477463434334e+02
2.995999999999999996e+00 3.722900000000000000e+04 3.784512527449047047e+04 -6.161252744904704741e+02
3.000000000000000000e+00 3.705900000000000000e+04 3.782986199682857841e+04 -7.708619968285784125e+02
3.004000000000000004e+00 3.750600000000000000e+04 3.781459154502330784e+04 -3.085915450233078445e+02
3.008000000000000007e+00 3.693800000000000000e+04 3.779931404884927906e+04 -8.613140488492790610e+02
3.012000000000000011e+00 3.728900000000000000e+04 3.778402963759462000e+04 -4.950296375946199987e+02
3.016000000000000014e+00 3.691400000000000000e+04 3.776873844006176660e+04 -8.547384400617665960e+02
3.020000000000000018e+00 3.667500000000000000e+04 3.775344058456881612e+04 -1.078440584568816121e+03
3.024000000000000021e+00 3.714600000000000000e+04 3.773813619895045122e+04 -5.921361989504512167e+02
3.028000000000000025e+00 3.758300000000000000e+04 3.772282541055932234e+04 -1.398254105593223358e+02
3.032000000000000028e+00 3.678700000000000000e+04 3.770750834626688447e+04 -9.205083462668844732e+02
3.036000000000000032e+00 3.722000000000000000e+04 3.769218513246477232e+04 -4.721851324647723231e+02
3.040000000000000036e+00 3.702600000000000000e+04 3.767685589506578253e+04 -6.508558950657825335e+02
3.044000000000000039e+00 3.689500000000000000e+04 3.766152075950503786e+04 -7.665207595050378586e+02
3.048000000000000043e+00 3.712300000000000000e+04 3.764617985074112221e+04 -5.231798507411222090e+02
3.052000000000000046e+00 3.674700000000000000e+04 3.763083329325712111e+04 -8.838332932571211131e+02
3.056000000000000050e+00 3.723300000000000000e+04 3.761548121106181497e+04 -3.824812110618149745e+02
3.060000000000000053e+00 3.702800000000000000e+04 3.760012372769079957e+04 -5.721237276907995692e+02
3.064000000000000057e+00 3.728500000000000000e+04 3.758476096620749013e+04 -2.997609662074901280e+02
3.068000000000000060e+00 3.769200000000000000e+04 3.756939304920438008e+04 1.226069507956199232e+02
3.072000000000000064e+00 3.700000000000000000e+04 3.755402009880399419e+04 -5.540200988039941876e+02
3.076000000000000068e+00 3.724800000000000000e+04 3.753864223666021280e+04 -2.906422366602128022e+02
3.080000000000000071e+00 3.697900000000000000e+04 3.752325958395902126e+04 -5.442595839590212563e+02
3.084000000000000075e+00 3.735300000000000000e+04 3.750787226141997235e+04 -1.548722614199723466e+02
3.088000000000000078e+00 3.697700000000000000e+04 3.749248038929710310e+04 -5.154803892971031019e+02
3.092000000000000082e+00 3.658200000000000000e+04 3.747708408738008438e+04 -8.950840873800843838e+02
3.096000000000000085e+00 3.721200000000000000e+04 3.746168347499527590e+04 -2.496834749952759012e+02
3.100000000000000089e+00 3.668300000000000000e+04 3.744627867100683943e+04 -7.632786710068394314e+02
3.104000000000000092e+00 3.660400000000000000e+04 3.743086979381782294e+04 -8.268697938178229379e+02
3.108000000000000096e+00 3.687200000000000000e+04 3.741545696137131745e+04 -5.434569613713174476e+02
3.112000000000000099e+00 3.695700000000000000e+04 3.740004029115143203e+04 -4.430402911514320294e+02
3.116000000000000103e+00 3.723600000000000000e+04 3.738461990018447977e+04 -1.486199001844797749e+02
